"","zip","donations","total","NAME","variable","populationtotal","moe","donation_rate_per_1000"
"1","20601",1425,35154.4,"ZCTA5 20601","totalpopulation",25517,1367,55.8451228592703
"2","20602",897,22974.04,"ZCTA5 20602","totalpopulation",26550,1088,33.7853107344633
"3","20603",1449,54640.3600000001,"ZCTA5 20603","totalpopulation",31975,1042,45.3166536356529
"4","20606",21,293.6,"ZCTA5 20606","totalpopulation",374,186,56.1497326203209
"5","20607",578,12869.2,"ZCTA5 20607","totalpopulation",10843,810,53.3062805496634
"6","20608",26,960.7,"ZCTA5 20608","totalpopulation",860,191,30.2325581395349
"7","20609",48,2305.44,"ZCTA5 20609","totalpopulation",1151,285,41.7028670721112
"8","20611",35,826.2,"ZCTA5 20611","totalpopulation",1634,338,21.4198286413709
"9","20612",146,717.07,"ZCTA5 20612","totalpopulation",203,146,719.211822660099
"10","20613",1242,21712.1499999999,"ZCTA5 20613","totalpopulation",14020,956,88.5877318116976
"11","20615",156,2400.24,"ZCTA5 20615","totalpopulation",421,190,370.546318289786
"12","20616",292,6938.14,"ZCTA5 20616","totalpopulation",6389,852,45.7035529816873
"13","20617",122,2581.13,"ZCTA5 20617","totalpopulation",832,260,146.634615384615
"14","20618",111,3086.19,"ZCTA5 20618","totalpopulation",406,160,273.399014778325
"15","20619",1321,50741.1300000001,"ZCTA5 20619","totalpopulation",15052,1018,87.7624235981929
"16","20620",163,5863.94,"ZCTA5 20620","totalpopulation",1369,487,119.065010956903
"17","20621",39,1845.49,"ZCTA5 20621","totalpopulation",960,329,40.625
"18","20622",383,17405.31,"ZCTA5 20622","totalpopulation",6887,865,55.6120226513722
"19","20623",103,2147.44,"ZCTA5 20623","totalpopulation",2997,349,34.3677010343677
"20","20624",18,727.23,"ZCTA5 20624","totalpopulation",1409,256,12.7750177430802
"21","20625",26,1835.37,"ZCTA5 20625","totalpopulation",646,301,40.2476780185759
"22","20626",16,1488.6,"ZCTA5 20626","totalpopulation",304,120,52.6315789473684
"23","20628",88,2661.53,"ZCTA5 20628","totalpopulation",477,275,184.486373165618
"24","20630",57,8129.48,"ZCTA5 20630","totalpopulation",301,146,189.36877076412
"25","20632",74,1660.46,"ZCTA5 20632","totalpopulation",432,187,171.296296296296
"26","20634",2590,41293.0599999999,"ZCTA5 20634","totalpopulation",6478,969,399.814757641247
"27","20636",1831,39801.9999999999,"ZCTA5 20636","totalpopulation",10805,1009,169.458583988894
"28","20637",1342,50569.8899999999,"ZCTA5 20637","totalpopulation",5751,725,233.350721613632
"29","20639",4060,78700.2900000003,"ZCTA5 20639","totalpopulation",15793,662,257.075919711264
"30","20640",1132,23500.45,"ZCTA5 20640","totalpopulation",10333,706,109.551921029711
"31","20645",104,2337.07,"ZCTA5 20645","totalpopulation",749,165,138.851802403204
"32","20646",5750,92164.8600000004,"ZCTA5 20646","totalpopulation",21951,939,261.947063915084
"33","20650",6687,111278.180000001,"ZCTA5 20650","totalpopulation",14672,874,455.766085059978
"34","20653",2289,45948.46,"ZCTA5 20653","totalpopulation",24274,1303,94.2984262997446
"35","20657",1350,80439.9200000004,"ZCTA5 20657","totalpopulation",19226,847,70.2174139186518
"36","20658",11,1121.18,"ZCTA5 20658","totalpopulation",848,241,12.9716981132075
"37","20659",3755,91069.1900000005,"ZCTA5 20659","totalpopulation",23312,1085,161.075840768703
"38","20660",2,2000,"ZCTA5 20660","totalpopulation",0,12,Inf
"39","20662",133,9742.39,"ZCTA5 20662","totalpopulation",2876,467,46.2447844228095
"40","20664",281,8245.47,"ZCTA5 20664","totalpopulation",3462,532,81.1669555170422
"41","20667",30,1417.13,"ZCTA5 20667","totalpopulation",633,385,47.3933649289099
"42","20670",19,705.89,"ZCTA5 20670","totalpopulation",1441,327,13.1852879944483
"43","20674",209,9114.10000000001,"ZCTA5 20674","totalpopulation",848,467,246.462264150943
"44","20675",131,4188.69,"ZCTA5 20675","totalpopulation",2017,453,64.9479424888448
"45","20676",691,23146.86,"ZCTA5 20676","totalpopulation",3848,519,179.573804573805
"46","20677",10510,52261.3000000004,"ZCTA5 20677","totalpopulation",2416,392,4350.16556291391
"47","20678",2547,50940.4999999999,"ZCTA5 20678","totalpopulation",12261,704,207.731832640078
"48","20680",44,1978.8,"ZCTA5 20680","totalpopulation",934,356,47.1092077087794
"49","20684",75,3987.88,"ZCTA5 20684","totalpopulation",1066,378,70.3564727954972
"50","20685",1045,30678.4899999999,"ZCTA5 20685","totalpopulation",6942,684,150.532987611639
"51","20686",5,389.33,"ZCTA5 20686","totalpopulation",1775,482,2.8169014084507
"52","20687",7,244.3,"ZCTA5 20687","totalpopulation",448,198,15.625
"53","20688",2245,37209.4799999999,"ZCTA5 20688","totalpopulation",1749,378,1283.59062321326
"54","20689",49,2773.01,"ZCTA5 20689","totalpopulation",2081,342,23.546371936569
"55","20690",735,14588.27,"ZCTA5 20690","totalpopulation",905,309,812.154696132597
"56","20692",20,1091.63,"ZCTA5 20692","totalpopulation",899,402,22.2469410456062
"57","20693",52,1714.54,"ZCTA5 20693","totalpopulation",833,224,62.4249699879952
"58","20695",426,14520.07,"ZCTA5 20695","totalpopulation",8089,893,52.6641117567066
"59","20701",15,1439.86,"ZCTA5 20701","totalpopulation",92,83,163.04347826087
"60","20705",805,22559.74,"ZCTA5 20705","totalpopulation",27663,1241,29.1002422007736
"61","20706",1107,29126.8400000001,"ZCTA5 20706","totalpopulation",43670,1754,25.3492099839707
"62","20707",1548,34556.4499999999,"ZCTA5 20707","totalpopulation",32798,979,47.1979998780413
"63","20708",789,54085.47,"ZCTA5 20708","totalpopulation",27843,1315,28.3374636353841
"64","20710",72,2001.27,"ZCTA5 20710","totalpopulation",9553,326,7.5368994033288
"65","20711",727,37307.3,"ZCTA5 20711","totalpopulation",7413,572,98.0709564278969
"66","20712",173,4516.9,"ZCTA5 20712","totalpopulation",9608,384,18.0058284762698
"67","20714",382,12063.77,"ZCTA5 20714","totalpopulation",4683,595,81.5716421097587
"68","20715",4184,142469.330000001,"ZCTA5 20715","totalpopulation",27556,977,151.836260705472
"69","20716",1680,27480.63,"ZCTA5 20716","totalpopulation",22237,781,75.5497594099923
"70","20720",1111,34529.48,"ZCTA5 20720","totalpopulation",22971,1046,48.3653301989465
"71","20721",535,14887.37,"ZCTA5 20721","totalpopulation",29730,1304,17.9952909519004
"72","20722",233,3351.64,"ZCTA5 20722","totalpopulation",5728,379,40.677374301676
"73","20723",1100,43215.25,"ZCTA5 20723","totalpopulation",35411,1115,31.0637937364096
"74","20724",696,11786.81,"ZCTA5 20724","totalpopulation",17513,1129,39.7419060126763
"75","20732",1193,30932.3399999999,"ZCTA5 20732","totalpopulation",9820,555,121.486761710794
"76","20733",781,35883.32,"ZCTA5 20733","totalpopulation",2777,334,281.238746849118
"77","20735",1180,22491.1399999999,"ZCTA5 20735","totalpopulation",38220,1244,30.8738880167452
"78","20736",765,36527.3399999999,"ZCTA5 20736","totalpopulation",9248,627,82.7205882352941
"79","20737",225,5443.21,"ZCTA5 20737","totalpopulation",22295,1170,10.0919488674591
"80","20740",1193,56220.71,"ZCTA5 20740","totalpopulation",31349,518,38.0554403649239
"81","20742",1,1,"ZCTA5 20742","totalpopulation",6726,366,0.148676776687481
"82","20743",183,4492.56,"ZCTA5 20743","totalpopulation",37888,1083,4.83002533783784
"83","20744",2353,35052.25,"ZCTA5 20744","totalpopulation",54925,1729,42.8402366863905
"84","20745",1032,53411.8099999997,"ZCTA5 20745","totalpopulation",27790,1238,37.1356603094638
"85","20746",140,2967.64,"ZCTA5 20746","totalpopulation",27041,1515,5.17732332384157
"86","20747",375,12687.24,"ZCTA5 20747","totalpopulation",40484,1405,9.26291868392451
"87","20748",653,14587.36,"ZCTA5 20748","totalpopulation",38904,1486,16.7849064363562
"88","20751",672,10915.3,"ZCTA5 20751","totalpopulation",2091,311,321.377331420373
"89","20754",1336,44534.29,"ZCTA5 20754","totalpopulation",7124,404,187.535092644582
"90","20755",167,4977.14,"ZCTA5 20755","totalpopulation",10873,893,15.3591465097029
"91","20758",135,4327.03,"ZCTA5 20758","totalpopulation",451,164,299.334811529933
"92","20759",1027,36052.19,"ZCTA5 20759","totalpopulation",5311,576,193.372246281303
"93","20762",48,14706.78,"ZCTA5 20762","totalpopulation",3079,382,15.5894771029555
"94","20763",71,3276.51,"ZCTA5 20763","totalpopulation",1635,484,43.4250764525994
"95","20764",462,12968.5,"ZCTA5 20764","totalpopulation",3829,522,120.658135283364
"96","20765",522,6221.26,"ZCTA5 20765","totalpopulation",407,168,1282.55528255528
"97","20769",210,15896.25,"ZCTA5 20769","totalpopulation",6222,722,33.7512054001929
"98","20770",496,21328.51,"ZCTA5 20770","totalpopulation",24560,555,20.1954397394137
"99","20772",1389,31955.9399999999,"ZCTA5 20772","totalpopulation",45321,1325,30.6480439531343
"100","20774",841,21914.56,"ZCTA5 20774","totalpopulation",47165,1538,17.8310187639139
"101","20776",1963,65721.77,"ZCTA5 20776","totalpopulation",3271,604,600.122286762458
"102","20777",293,20180.67,"ZCTA5 20777","totalpopulation",3687,446,79.4684024952536
"103","20778",393,16143.26,"ZCTA5 20778","totalpopulation",2079,446,189.033189033189
"104","20779",125,5277,"ZCTA5 20779","totalpopulation",993,243,125.881168177241
"105","20781",158,10096.33,"ZCTA5 20781","totalpopulation",11694,815,13.5112023259791
"106","20782",7196,26050.8300000003,"ZCTA5 20782","totalpopulation",33398,1594,215.462003712797
"107","20783",527,9823.73,"ZCTA5 20783","totalpopulation",45302,1659,11.6330404838638
"108","20784",379,17513.35,"ZCTA5 20784","totalpopulation",30270,1081,12.5206475057813
"109","20785",651,38606.71,"ZCTA5 20785","totalpopulation",38878,1238,16.7446885127836
"110","20794",793,15510.41,"ZCTA5 20794","totalpopulation",17939,1258,44.2053626177602
"111","20812",15,2051.1,"ZCTA5 20812","totalpopulation",309,71,48.5436893203883
"112","20814",2487,202639.160000001,"ZCTA5 20814","totalpopulation",29021,899,85.6965645567003
"113","20815",3805,721210.809999998,"ZCTA5 20815","totalpopulation",30664,861,124.08687711975
"114","20816",2495,284897.079999999,"ZCTA5 20816","totalpopulation",16316,556,152.917381711204
"115","20817",3009,522987.409999998,"ZCTA5 20817","totalpopulation",37315,971,80.6378132118451
"116","20818",316,18863.18,"ZCTA5 20818","totalpopulation",1971,267,160.324708269914
"117","20832",3362,114980.550000001,"ZCTA5 20832","totalpopulation",26437,669,127.170253810947
"118","20833",963,30259.0599999999,"ZCTA5 20833","totalpopulation",7369,537,130.682589225132
"119","20837",3241,57977.1200000001,"ZCTA5 20837","totalpopulation",6287,276,515.508191506283
"120","20838",24,941.08,"ZCTA5 20838","totalpopulation",302,124,79.4701986754967
"121","20839",18,512.85,"ZCTA5 20839","totalpopulation",97,132,185.567010309278
"122","20841",744,21229.88,"ZCTA5 20841","totalpopulation",11443,728,65.0179148824609
"123","20842",136,10108.01,"ZCTA5 20842","totalpopulation",1676,254,81.145584725537
"124","20850",5886,203583.640000001,"ZCTA5 20850","totalpopulation",53176,1215,110.689032646307
"125","20851",719,18287.63,"ZCTA5 20851","totalpopulation",15489,1214,46.4200400284073
"126","20852",4380,157263.340000001,"ZCTA5 20852","totalpopulation",46178,1465,94.8503616440729
"127","20853",2626,124813.380000001,"ZCTA5 20853","totalpopulation",31061,945,84.5433179871865
"128","20854",12131,944799.18,"ZCTA5 20854","totalpopulation",49189,1010,246.620179308382
"129","20855",2795,92437.8700000004,"ZCTA5 20855","totalpopulation",15287,1038,182.835088637404
"130","20860",292,14416.61,"ZCTA5 20860","totalpopulation",2855,611,102.276707530648
"131","20861",257,11465.85,"ZCTA5 20861","totalpopulation",1449,285,177.36369910283
"132","20862",70,3784.64,"ZCTA5 20862","totalpopulation",341,98,205.278592375367
"133","20866",1219,25807.39,"ZCTA5 20866","totalpopulation",16365,961,74.4882370913535
"134","20868",122,2218.01,"ZCTA5 20868","totalpopulation",780,281,156.410256410256
"135","20871",4612,80923.9600000006,"ZCTA5 20871","totalpopulation",18628,923,247.584281726433
"136","20872",1755,39932.7499999999,"ZCTA5 20872","totalpopulation",12603,664,139.252558914544
"137","20874",4528,132768.290000002,"ZCTA5 20874","totalpopulation",61087,1882,74.1237906592237
"138","20876",3321,59598.9600000003,"ZCTA5 20876","totalpopulation",30778,1207,107.901748001819
"139","20877",4482,135030.550000001,"ZCTA5 20877","totalpopulation",38423,1388,116.648882179944
"140","20878",6764,261582.070000001,"ZCTA5 20878","totalpopulation",63030,1254,107.313977471046
"141","20879",1423,46258.6600000001,"ZCTA5 20879","totalpopulation",26164,1451,54.387708301483
"142","20880",2579,3529.36000000001,"ZCTA5 20880","totalpopulation",547,128,4714.80804387569
"143","20882",2077,55039.3700000001,"ZCTA5 20882","totalpopulation",13988,703,148.48441521304
"144","20886",2666,44448.8,"ZCTA5 20886","totalpopulation",34834,1343,76.5344203938681
"145","20895",1821,84943.8400000003,"ZCTA5 20895","totalpopulation",19026,651,95.7111321349732
"146","20896",54,6205.74,"ZCTA5 20896","totalpopulation",775,128,69.6774193548387
"147","20901",1373,39357.0299999999,"ZCTA5 20901","totalpopulation",36278,1200,37.8466288108495
"148","20902",2665,111594.100000001,"ZCTA5 20902","totalpopulation",52908,1695,50.3704543736297
"149","20903",587,24608.24,"ZCTA5 20903","totalpopulation",27973,1683,20.9845207879026
"150","20904",3751,162519.770000001,"ZCTA5 20904","totalpopulation",55275,1657,67.8606965174129
"151","20905",1413,51927.54,"ZCTA5 20905","totalpopulation",18662,1245,75.7153574107813
"152","20906",5229,113328.510000002,"ZCTA5 20906","totalpopulation",70749,1502,73.9091718610864
"153","20910",4974,124519.65,"ZCTA5 20910","totalpopulation",44301,1556,112.27737522855
"154","20912",343,14698.36,"ZCTA5 20912","totalpopulation",26140,1050,13.1216526396327
"155","21001",1059,32703.4099999999,"ZCTA5 21001","totalpopulation",24752,762,42.784421460892
"156","21005",51,1740.71,"ZCTA5 21005","totalpopulation",2872,321,17.7576601671309
"157","21009",5140,66653.2000000004,"ZCTA5 21009","totalpopulation",29905,1005,171.877612439391
"158","21010",4,76,"ZCTA5 21010","totalpopulation",211,71,18.957345971564
"159","21012",3137,92377.8800000006,"ZCTA5 21012","totalpopulation",21600,779,145.231481481481
"160","21013",1870,51311.06,"ZCTA5 21013","totalpopulation",4768,401,392.197986577181
"161","21014",7659,148802.470000003,"ZCTA5 21014","totalpopulation",36538,764,209.617384640648
"162","21015",4943,124358.720000002,"ZCTA5 21015","totalpopulation",29199,869,169.286619404774
"163","21017",616,9860.27999999999,"ZCTA5 21017","totalpopulation",6983,782,88.2142345696692
"164","21028",651,12705.77,"ZCTA5 21028","totalpopulation",2783,305,233.920229967661
"165","21029",996,55820.08,"ZCTA5 21029","totalpopulation",10895,781,91.4180816888481
"166","21030",2511,108375.520000001,"ZCTA5 21030","totalpopulation",24396,1167,102.926709296606
"167","21031",3,121.07,"ZCTA5 21031","totalpopulation",0,12,Inf
"168","21032",2557,106763.88,"ZCTA5 21032","totalpopulation",8084,542,316.303809995052
"169","21034",196,4830.95,"ZCTA5 21034","totalpopulation",3483,419,56.273327591157
"170","21035",1619,105207.05,"ZCTA5 21035","totalpopulation",7957,600,203.468643961292
"171","21036",128,7781.63999999999,"ZCTA5 21036","totalpopulation",2112,274,60.6060606060606
"172","21037",2560,132253.670000001,"ZCTA5 21037","totalpopulation",21046,917,121.638316069562
"173","21040",1925,35919.8,"ZCTA5 21040","totalpopulation",24166,1070,79.6573698584788
"174","21042",5156,197983.370000001,"ZCTA5 21042","totalpopulation",41195,895,125.160820487923
"175","21043",6185,122321.360000001,"ZCTA5 21043","totalpopulation",47351,1092,130.620261451712
"176","21044",2871,89628.9800000005,"ZCTA5 21044","totalpopulation",44256,1314,64.8725596529284
"177","21045",2114,65944.75,"ZCTA5 21045","totalpopulation",40365,1171,52.3721045460176
"178","21046",1732,41757.7999999999,"ZCTA5 21046","totalpopulation",15655,884,110.635579687001
"179","21047",1600,55999.08,"ZCTA5 21047","totalpopulation",12266,558,130.441871840861
"180","21048",1342,54494.54,"ZCTA5 21048","totalpopulation",10276,948,130.595562475671
"181","21050",2703,80880.2300000001,"ZCTA5 21050","totalpopulation",18123,593,149.147492137063
"182","21051",23,1247.92,"ZCTA5 21051","totalpopulation",295,92,77.9661016949153
"183","21052",33,576.63,"ZCTA5 21052","totalpopulation",211,101,156.398104265403
"184","21053",1337,18719.86,"ZCTA5 21053","totalpopulation",3225,469,414.573643410853
"185","21054",1243,55027.51,"ZCTA5 21054","totalpopulation",11199,933,110.992052861863
"186","21056",146,61699,"ZCTA5 21056","totalpopulation",158,90,924.050632911392
"187","21057",803,30587.22,"ZCTA5 21057","totalpopulation",4232,344,189.744801512287
"188","21060",2913,77188.2200000002,"ZCTA5 21060","totalpopulation",34899,1394,83.4694403851113
"189","21061",4334,94884.250000001,"ZCTA5 21061","totalpopulation",53860,1486,80.4678796880802
"190","21071",73,2712.2,"ZCTA5 21071","totalpopulation",581,311,125.645438898451
"191","21074",1937,41324.14,"ZCTA5 21074","totalpopulation",15166,842,127.719899775814
"192","21075",1098,38737.7899999999,"ZCTA5 21075","totalpopulation",33726,935,32.5564846112791
"193","21076",1184,37133.1999999999,"ZCTA5 21076","totalpopulation",17442,1168,67.8821236096778
"194","21077",3,86.21,"ZCTA5 21077","totalpopulation",276,171,10.8695652173913
"195","21078",3100,79610.6100000006,"ZCTA5 21078","totalpopulation",18366,561,168.790155722531
"196","21082",236,4434.75,"ZCTA5 21082","totalpopulation",656,175,359.756097560976
"197","21084",1880,31766.8399999999,"ZCTA5 21084","totalpopulation",7603,622,247.270814152308
"198","21085",2769,60720.31,"ZCTA5 21085","totalpopulation",16055,713,172.46963562753
"199","21087",2194,51768.6800000001,"ZCTA5 21087","totalpopulation",5394,335,406.748238783834
"200","21090",912,24629.4799999999,"ZCTA5 21090","totalpopulation",9991,595,91.2821539385447
"201","21093",9103,260605.550000003,"ZCTA5 21093","totalpopulation",37996,864,239.577850300032
"202","21102",1820,33108.77,"ZCTA5 21102","totalpopulation",11787,625,154.407397980826
"203","21104",1121,24535.43,"ZCTA5 21104","totalpopulation",5762,508,194.550503297466
"204","21108",2665,93759.3100000004,"ZCTA5 21108","totalpopulation",18782,916,141.891172399106
"205","21111",900,31044.0699999999,"ZCTA5 21111","totalpopulation",5387,704,167.06886950065
"206","21113",2621,93812.1300000006,"ZCTA5 21113","totalpopulation",34473,1368,76.030516636208
"207","21114",5108,183088.810000001,"ZCTA5 21114","totalpopulation",27303,926,187.085668241585
"208","21117",3482,100675.680000001,"ZCTA5 21117","totalpopulation",59301,1914,58.7173909377582
"209","21120",1165,36591.7299999999,"ZCTA5 21120","totalpopulation",7095,508,164.200140944327
"210","21122",9814,198584.700000002,"ZCTA5 21122","totalpopulation",61051,1394,160.750847651963
"211","21128",1706,38107.3399999999,"ZCTA5 21128","totalpopulation",13985,804,121.987844118699
"212","21130",5,202,"ZCTA5 21130","totalpopulation",156,146,32.0512820512821
"213","21131",986,53588.45,"ZCTA5 21131","totalpopulation",7282,556,135.402361988465
"214","21132",1935,26892.72,"ZCTA5 21132","totalpopulation",3232,627,598.700495049505
"215","21133",853,11557.73,"ZCTA5 21133","totalpopulation",33299,1354,25.6163848764227
"216","21136",5753,117010.230000002,"ZCTA5 21136","totalpopulation",34177,995,168.329578371419
"217","21140",372,14685.77,"ZCTA5 21140","totalpopulation",3564,307,104.377104377104
"218","21144",4088,93118.1200000007,"ZCTA5 21144","totalpopulation",35335,1783,115.692656006792
"219","21146",4267,170297.640000001,"ZCTA5 21146","totalpopulation",27555,995,154.853928506623
"220","21152",506,25937.43,"ZCTA5 21152","totalpopulation",5462,568,92.6400585865983
"221","21153",84,9404.07,"ZCTA5 21153","totalpopulation",447,204,187.919463087248
"222","21154",1432,32637.78,"ZCTA5 21154","totalpopulation",5804,590,246.726395589249
"223","21155",225,8949.85,"ZCTA5 21155","totalpopulation",2532,391,88.8625592417062
