COUNTY,DEM24,REP24,NLM24,LIB24,GRN24,UNAF24,OTH24,TOTAL24,pct_DEM24,pct_REP24,pct_UNAF24,DEM04,REP04,GRN04,CONST04,LIB04,POP04,UNAF04,OTH04,TOTAL04,pct_DEM04,pct_REP04,pct_UNAF04,DEM06,REP06,GRN06,CONST06,LIB06,POP06,UNAF06,OTH06,TOTAL06,DEM08,REP08,GRN08,CON08,IND08,LIB08,UNAF08,OTH08,TOTAL08,pct_DEM08,pct_REP08,pct_UNAF08,DEM10,REP10,GRN10,CON,LIB10,UNAF10,OTH10,TOTAL10,pct_DEM10,pct_REP10,pct_UNAF10,DEM12,REP12,AmE12,GRN12,LIB12,UNAF12,OTH12,TOTAL12,pct_DEM12,pct_REP12,pct_UNAF12,DEM14,REP14,GRN14,LIB14,UNAF14,OTH14,TOTAL14,pct_DEM14,pct_REP14,pct_UNAF14,DEM16,REP16,GRN16,LIB16,UNAF16,OTH16,TOTAL16,pct_DEM16,pct_REP16,pct_UNAF16,DEM18,REP18,GRN18,LIB18,UNAF18,OTH18,TOTAL18,pct_DEM18,pct_REP18,pct_UNAF18,DEM20,REP20,GRN20,LIB20,WCP20,BAR20,UNAF20,OTH20,TOTAL20,pct_DEM20,pct_REP20,pct_UNAF20,DEM22,REP22,GRN22,LIB22,WCP22,UNAF22,OTH22,TOTAL22,pct_DEM22,pct_REP22,pct_UNAF22,DEM0406_pct_change,REP0406_pct_change,UNAF0406_pct_change,DEM0608_pct_change,REP0608_pct_change,UNAF0608_pct_change,DEM0810_pct_change,REP0810_pct_change,UNAF0810_pct_change,DEM1012_pct_change,REP1012_pct_change,UNAF1012_pct_change,DEM1214_pct_change,REP1214_pct_change,UNAF1214_pct_change,DEM1416_pct_change,REP1416_pct_change,UNAF1416_pct_change,DEM1618_pct_change,REP1618_pct_change,UNAF1618_pct_change,DEM1820_pct_change,REP1820_pct_change,UNAF1820_pct_change,DEM2022_pct_change,REP2022_pct_change,UNAF2022_pct_change,DEM2224_pct_change,REP2224_pct_change,UNAF2224_pct_change,DEM0424_pct_change,REP0424_pct_change,UNAF0424_pct_change
HARFORD,64869,82006,326,1295,162,45434,2030,196122,33.07584054823018,41.81376898053252,23.166192472032716,61347,58995,261,6,102,1,17431,71,138214,44.38551810959816,42.68380916549698,12.611602297885888,59600,58754,247,20,192,3,17682,237,136735,64714,62374,269,9,353,394,20833,707,149653,43.242701449352836,41.67908428163819,13.920870279914203,62112,63112,274,38,512,22314,735,149097,41.658785891064205,42.32949019765656,14.966095897301756,63538,67497,3,313,650,26756,1242,159999,39.71149819686373,42.185888661804135,16.722604516278228,63258,69737,326,929,31173,1242,166665,37.95517955179552,41.842618426184266,18.7039870398704,64558,76580,349,1198,33133,1148,176966,36.48045387249528,43.27384921397331,18.722805510663065,65275,78832,403,1408,35888,1122,182928,35.6834382926616,43.09455086154115,19.61864777398758,66922,80883,234,972,71,50,38751,1544,189427,35.328649031025144,42.698770502621066,20.456957033580217,65767,80824,246,1206,209,41852,1657,191761,34.296337628610615,42.1482991849229,21.82508434978958,-2.9312080536912752,-0.41018483847908227,1.4399632838047156,8.580536912751677,6.161282636075842,17.820382309693475,-4.020768303612819,1.183185301567961,7.108913742619882,2.2958526532715093,6.947965521612372,19.906784978040694,-0.44068116717554845,3.3186660147858427,16.508446703543132,2.055076037813399,9.812581556419117,6.287492381227344,1.1106292016481305,2.9407155915382606,8.31497298765581,2.5231711987744156,2.6017353359042015,7.977596968345965,-1.7258898419055018,-0.07294487098648665,8.002374132280456,-1.3654264296683747,1.4624368999307136,8.558730765554811,5.741112034818328,39.00500042376473,160.65056508519305
HOWARD,124288,48942,397,975,264,63650,2184,240700,51.63606148732862,20.333194848358954,26.443705857914416,76350,57005,423,9,148,0,28797,1476,164208,46.495907629348146,34.71511741206275,17.53690441391406,77113,55890,436,17,261,7,29691,1711,165126,84788,55268,455,5,747,413,31481,1955,175112,48.419297363972774,31.561514916167937,17.97763716935447,86096,55029,440,41,571,34177,1810,178164,48.3240160750769,30.886711120091604,19.182887676522753,90233,56356,7,471,705,38624,2631,189027,47.73550868394462,29.813730313658894,20.43305982743206,94195,56010,487,941,43713,2219,197565,47.67797939918508,28.350163237415533,22.12588262090957,104197,57715,488,1167,45206,1895,210668,49.460288226023884,27.396187365902748,21.4584084910855,109943,55966,510,1297,49254,1835,218805,50.24702360549348,25.578026096295787,22.51045451429355,120474,53285,318,818,60,52,53158,2038,230203,52.333809724460586,23.146961594766356,23.091792895835415,122461,49378,357,914,138,57650,2003,232901,52.58071025886536,21.201282948548954,24.753006642307245,0.9894570305914696,-1.994990159241367,3.104490051046984,9.9529262251501045,-1.11290033995348,6.028762924792024,1.5426711327074585,-0.4324383006441341,8.563895683110449,4.805101282289537,2.4114557778625816,13.01167451795067,4.390854787051301,-0.6139541486265881,13.175745650372825,10.618398004140348,3.0440992679878596,3.4154599318280603,5.514554161828076,-3.0304080395044615,8.954563553510596,9.578599819906678,-4.79040846228067,7.926259796158687,1.6493185251589555,-7.332269869569297,8.450280296474661,1.4919035448020186,-0.8829843250030379,10.407632263660018,62.787164374590695,-14.144373300587668,121.02996839948605
KENT,5756,5459,23,72,14,2819,127,14270,40.33637000700771,38.25508058864751,19.75473020322355,5938,4128,38,0,6,0,1316,128,11554,51.393456811493856,35.727886446252384,11.389994806993249,6047,4302,39,0,14,1,1425,125,11953,6422,4476,48,8,27,22,1635,129,12767,50.301558706039,35.0591368371583,12.806454139578602,6171,4477,42,3,35,1621,135,12484,49.43127202819609,35.86190323614226,12.984620314001921,6098,4572,0,35,44,1714,140,12603,48.38530508609061,36.2770768864556,13.599936523050069,6035,4575,28,55,1958,130,12781,47.21852750176043,35.795321179876375,15.319615053595182,6111,4739,22,58,1994,116,13040,46.86349693251534,36.3420245398773,15.291411042944786,6076,4832,30,82,2129,101,13250,45.8566037735849,36.467924528301886,16.067924528301887,6025,5036,19,50,11,2,2330,115,13588,44.340594642331475,37.06211362967324,17.14748307329997,5897,5266,20,68,22,2605,111,13989,42.154550003574236,37.64386303524198,18.62177425119737,1.8025467173805192,4.044630404463041,8.282674772036474,6.201422192822887,4.044630404463041,14.736842105263156,-3.9084397383992524,0.022341376228775692,-0.8562691131498471,-1.1829525198509157,2.121956667411213,5.737199259716225,-1.033125614955723,0.06561679790026247,14.23570595099183,1.2593206296603148,3.584699453551913,1.8386108273748722,-0.572737686139748,1.9624393331926566,6.770310932798395,-0.8393680052666228,4.2218543046357615,9.441052137153594,-2.12448132780083,4.567116759332804,11.802575107296137,-2.3910462947261317,3.6650208887200915,8.214971209213052,-3.06500505220613,32.24321705426357,114.20972644376899
MONTGOMERY,410090,100358,1251,2535,877,175918,6134,697163,58.82268565600871,14.395198827246999,25.233410264170647,277787,132612,1355,29,423,0,104792,173,517171,53.71279518766519,25.641808995477316,20.2625437234493,275143,125291,1369,53,653,16,104578,991,508094,315089,124543,1384,9,3189,1059,109726,2671,557670,56.50097728047053,22.33274158552549,19.675793928308856,324401,123314,1434,59,1368,122642,540,573758,56.53969094984297,21.492336490297305,21.375213940372074,346348,125347,17,1514,1753,139232,3309,617520,56.08692835859568,20.298451872004144,22.54696204171525,359051,122183,1620,2239,149650,3818,638561,56.228144218015196,19.13411561307377,23.435505770004745,388979,122923,1641,2842,144634,4771,665790,58.423677135433095,18.46272848796167,21.723666621607414,396374,114405,1602,3157,145513,5268,666319,59.48712253440169,17.169704000636333,21.838338693628728,417025,106791,1049,2065,231,180,151009,5856,684206,60.950210901395195,15.608018637661758,22.07069215996352,415004,98374,1142,2288,453,161477,5564,684302,60.646322822379595,14.375816525452212,23.597329833903743,-0.9609548489331001,-5.843197037297172,-0.20421406214214824,14.51826868210349,-0.5970101603467128,4.922641473350035,2.9553554709939096,-0.9868077692042105,11.771139019010992,6.7653922151904595,1.648636813338307,13.527176660524127,3.667698384284015,-2.524192840674288,7.482475293036083,8.33530612642772,0.6056489036936399,-3.3518209154694287,1.9011309093807123,-6.929541257535204,0.6077409184562412,5.209978454691782,-6.655303526943753,3.7769821253083915,-0.48462322402733654,-7.881750334766038,6.93203716334788,-1.184084972674962,2.0167930550755284,8.9430692916019,47.62749876704093,-24.32208246614183,67.87350179403008
PR. GEORGE'S,459608,40765,1178,1668,645,102001,11621,617486,74.4321328742676,6.601769108935264,16.51875508108686,323367,49934,566,60,373,0,41548,21745,437593,73.8967488053968,11.411060048949595,9.494667419268591,327740,48846,619,73,432,23,27459,35013,440205,385852,46923,664,7,909,588,35477,27000,497420,77.57066462948816,9.433275702625547,7.1322021631619155,403842,46677,715,55,733,43175,22703,517900,77.97682950376522,9.012743772929136,8.336551457810389,444214,47534,26,768,939,56315,19679,569475,78.00412660784055,8.346986259273892,9.8889327889723,430508,41904,754,1077,58999,14744,547986,78.56186106944338,7.646910687499315,10.766515932888797,457902,43319,958,1465,64409,12324,580377,78.89733742033197,7.463941541446335,11.09778643881477,460724,40713,1060,1709,69474,11354,585034,78.75166229655028,6.959082719978668,11.875207252911798,478239,40310,713,1186,290,138,79025,11191,611092,78.25973830454335,6.596388105228018,12.931768048018958,465553,37938,799,1342,606,86827,10819,603884,77.09311722118818,6.282332368468116,14.378092481337475,1.3342893757246599,-2.227408590263276,-33.910176181765664,17.731128333435038,-3.93686279326864,29.199898029789868,4.662409421228865,-0.5242631545297616,21.698565267638187,9.996979016546074,1.8360220236947535,30.43427909669948,-3.085449805724268,-11.844153658433964,4.766048122169937,6.363180242875859,3.376765941198931,9.169646943168528,0.616289074954903,-6.015836007294721,7.863807852939806,3.8016252680563634,-0.9898558200083513,13.747589026110488,-2.6526485711119334,-5.884395931530637,9.872825055362227,-1.2769759834003862,7.451631609468079,17.476130696672694,42.132004811870104,-18.362238154363762,145.50158852411667
QUEEN ANNE'S,11265,20593,58,239,45,9015,335,41550,27.111913357400724,49.561973525872446,21.696750902527075,10577,12447,51,3,63,0,3281,256,26678,39.64690006747132,46.656421021066045,12.29852312767074,10848,13223,50,5,72,1,3736,230,28165,11316,13685,61,1,70,85,3885,231,29334,38.576395991000204,46.65234881025431,13.244017181427695,11063,13989,64,8,95,4292,207,29718,37.22659667541557,47.072481324449825,14.442425466047512,11369,15294,3,64,111,5297,209,32347,35.14699972176709,47.281046155748605,16.375552601477725,11031,16029,56,158,6030,201,33505,32.92344426205044,47.84062080286524,17.997313833756156,10882,17519,81,220,6375,180,35257,30.864792807102138,49.68942337691806,18.081515727373286,10845,18153,70,260,6705,181,36214,29.9469818302314,50.127022698403934,18.514938973877506,11195,19232,42,190,11,4,7306,283,38263,29.258029950605025,50.26265582939132,19.094164074954918,11205,19786,47,225,35,8113,302,39713,28.21494221035933,49.82247626721728,20.429078639236522,2.4981563421828907,5.8685623534750055,13.867723255105153,4.314159292035398,3.4939121228163046,3.9882226980728053,-2.2357723577235773,2.2214103032517354,10.476190476190476,2.765976679020157,9.328758310100794,23.41565703634669,-2.9729967455361073,4.805806198509219,13.838021521616009,-1.3507388269422538,9.295651631418055,5.721393034825871,-0.3400110273846719,3.618928021005765,5.176470588235294,3.2272936837252195,5.943921114967223,8.963460104399703,0.08932559178204555,2.8806156405990015,11.045715849986312,0.535475234270415,4.0786414636611745,11.117958831504993,6.504679965963884,65.44548887282076,174.76379152697348
ST. MARY'S,25107,33146,116,528,66,18294,735,77992,32.19176325777003,42.49923069032721,23.45625192327418,21621,19721,100,13,48,1,7261,563,49328,43.831089847551084,39.979322088874476,14.719834576710996,22462,20954,130,17,81,0,8228,574,52446,24898,22455,144,0,97,138,9416,595,57743,43.11864641601579,38.88783055954834,16.306738479123013,24638,23462,150,14,192,10247,526,59229,41.59786591028043,39.61235205726925,17.300646642691923,25334,25748,5,144,249,12069,469,64018,39.573245024836766,40.219938142397446,18.85251023149739,25146,25964,128,327,12916,449,64930,38.72786077314031,39.98767903896504,19.892191590944094,25937,29508,127,497,13908,421,70398,36.843376232279326,41.915963521690955,19.756243075087358,26011,29904,139,573,14767,413,71807,36.22348796078377,41.64496497555948,20.564847438272036,26648,31006,102,382,38,21,15882,609,74688,35.679091688089116,41.514031705227076,21.264460154241647,25689,32081,111,485,90,17096,659,76211,33.70773247956332,42.094973166603246,22.432457256826442,3.7441011486065356,5.884318029970411,13.317724831290455,10.844982637343069,7.163310107855302,14.43850267379679,-1.0442605831793719,4.4845246047650855,8.825403568394224,2.8249046188814027,9.743414883641634,17.78081389675027,-0.742085734585932,0.8389001087463105,7.017979948628718,3.1456295235822793,13.649668772146049,7.680396407556519,0.28530670470756064,1.3420089467263114,6.176301409260857,2.4489638998885086,3.6851257356875333,7.550619624839168,-3.5987691383968774,3.4670708895052567,7.64387356756076,-2.2655611351161977,3.3197219538044322,7.007487131492747,16.123213542389344,68.07464124537296,151.9487673874122
SOMERSET,5374,6279,21,78,17,2565,151,14485,37.10044874007594,43.34829133586469,17.70797376596479,6779,3871,9,0,3,0,1170,97,11929,56.82789839885992,32.450331125827816,9.808030849191047,6966,3985,9,2,8,0,1273,99,12342,7413,4061,16,0,18,13,1445,104,13070,56.7176740627391,31.071155317521043,11.05585309869931,7234,4331,21,3,26,1538,120,13273,54.50161982972953,32.63015143524448,11.587433134935583,7265,4600,2,19,30,1702,123,13741,52.870970089513136,33.476457317516925,12.38628920748126,6450,4779,15,33,1727,101,13105,49.217855780236555,36.46699732926364,13.17817626859977,6113,5120,16,42,1730,79,13100,46.664122137404576,39.083969465648856,13.206106870229007,5911,5353,20,64,1846,72,13266,44.557515453037844,40.35127393336349,13.915272124227348,5734,5756,18,48,8,4,2080,94,13742,41.726095182651726,41.88618832775433,15.136079173337214,5622,6058,24,63,16,2327,112,14222,39.53030516101814,42.59597806215722,16.36197440585009,2.6844674131495836,2.8607277289836888,8.803418803418804,6.416881998277348,1.9071518193224593,13.511390416339356,-2.4146769189262107,6.648608717064762,6.43598615916955,0.42853193254077965,6.211036712075733,10.663198959687907,-11.218169304886441,3.891304347826087,1.4688601645123385,-5.224806201550387,7.135383971542164,0.17371163867979156,-3.304433175200393,4.55078125,6.705202312138728,-2.994417188293013,7.528488697926397,12.676056338028168,-1.9532612486920127,5.246699096594858,11.875,-4.411241551049449,3.648068669527897,10.227761065749892,-20.725770762649358,62.20614828209765,119.23076923076923
TALBOT,10633,11728,40,179,24,6069,241,28914,36.77457287127343,40.561665629107004,20.989831915335134,9941,11093,51,3,57,0,3182,303,24630,40.36134794965489,45.03857084855867,12.919204222492894,10201,11352,59,6,67,2,3513,314,25514,10118,10801,54,0,40,68,3301,307,24689,40.98181376321438,43.74822795576978,13.370326866215724,10166,11075,51,7,79,3615,315,25308,40.169116484905956,43.76086612928718,14.28402086296823,9904,10981,0,48,91,4016,267,25307,39.13541707827874,43.39115659698898,15.869127118978938,9706,11237,48,119,4534,221,25865,37.52561376377344,43.44480958824666,17.529479992267543,10080,11729,43,141,4809,193,26995,37.34024819411002,43.44878681237267,17.81441007593999,10374,11664,47,165,4911,209,27370,37.90281329923273,42.616002922908294,17.943003288271832,10844,11846,30,118,12,4,5249,256,28359,38.23830177368737,41.771571635107016,18.509115272047673,10892,11784,43,142,21,5716,222,28820,37.793199167244964,40.8882720333102,19.833448993754338,2.5487697284579944,2.2815362931642,10.402262727844123,-0.8136457210077443,-4.853770260747005,-6.034728152576146,0.47440205574224154,2.536802147949264,9.512269009391092,-2.577218178241196,-0.8487584650112867,11.092669432918395,-1.9991922455573505,2.331299517348147,12.898406374501992,3.8532866268287655,4.3783928094687194,6.065284516982797,2.9166666666666665,-0.5541819421945605,2.1210230817217717,4.53055716213611,1.5603566529492456,6.8825086540419464,0.4426410918480265,-0.5233834205639034,8.896932749095065,-2.377892030848329,-0.47522063815342835,6.1756473058082575,6.96107031485766,5.724330658974128,90.72910119421748
WASHINGTON,30869,45118,163,667,127,24310,1000,102254,30.18855008117042,44.123457273065114,23.774131085336514,30139,35569,178,6,39,0,10445,933,77309,38.98511169462805,46.0088734817421,13.510716734144795,30501,36566,204,14,120,3,11381,928,79717,32884,37672,228,0,190,215,12990,999,85178,38.60621287186832,44.22738265749372,15.250416774284439,31340,37030,219,20,234,14350,89,83282,37.63118080737735,44.46338944789991,17.23061405825989,31750,38547,7,236,324,16124,308,87296,36.370509530791786,44.156662390029325,18.47049120234604,32046,39390,241,434,18200,331,90642,35.35447143708215,43.45667571324551,20.0789920787273,32465,42478,246,631,18686,410,94916,34.20392768342534,44.753255510135276,19.686881031649037,32453,42938,248,726,19510,590,96465,33.64225366713316,44.511480847975946,20.224952055149537,33094,44641,131,516,46,25,20865,876,100194,33.02992195141425,44.55456414555762,20.824600275465595,31712,44402,174,631,126,22426,870,100341,31.604229577141947,44.25110373625935,22.34978722556084,1.1868463329071177,2.7265766012142425,8.961225466730493,7.81285859480017,3.0246677241152984,14.137597750637026,-4.695292543486194,-1.7041834784455299,10.469591993841416,1.3082322910019146,4.09667836889009,12.362369337979095,0.9322834645669291,2.186940617946922,12.875217067725131,1.3074954752543217,7.83955318608784,2.67032967032967,-0.03696288310488218,1.0829135081689345,4.409718505833244,1.9751640834437496,3.966183799897527,6.945156330087135,-4.17598356197498,-0.5353822719025112,7.4814282290917795,-2.6582996972754795,1.6125399756767713,8.400963167751717,2.4221108862271477,26.84641120076471,132.7429392053614
WICOMICO,26175,24553,135,389,68,15284,815,67419,38.82436701819962,36.418517035257125,22.670167163559235,23276,18530,82,7,49,0,6418,543,48905,47.59431550966159,37.88978632041714,13.123402515080256,23096,18874,84,9,81,0,6940,579,49663,24928,19389,102,0,84,116,7663,603,52885,47.13623900917084,36.662569726765625,14.489930982320129,25379,19789,113,9,151,8179,669,54289,46.74795999189523,36.45121479489399,15.065667078045275,25506,20667,5,117,192,9319,677,56483,45.156949878724575,36.589770373386685,16.49876954127791,25500,20748,120,273,10121,532,57294,44.507278249031316,36.21321604356477,17.665026006213566,26389,22582,146,366,10616,443,60542,43.58792243401275,37.299725810181364,17.53493442568795,26798,23100,142,419,11352,434,62245,43.052454012370475,37.111414571451526,18.237609446541892,27416,23892,94,316,45,13,12530,648,64954,42.20833205037411,36.78295409058718,19.290574868368385,26982,24132,110,355,109,13715,675,66078,40.83356033778262,36.52047580132571,20.75577347982687,-0.7793557325943886,1.8226131185758185,8.133374883141165,7.932109456182888,2.72862138391438,10.4178674351585,1.8092105263157896,2.063025426788385,6.733655226412632,0.5004137278852594,4.436808327858912,13.938134246240372,-0.023523876734885908,0.391929162432864,8.606073613048611,3.4862745098039216,8.83940620782726,4.890821065112143,1.5498882109970062,2.2938623682579045,6.932931424265259,2.3061422494215984,3.428571428571429,10.377026074700494,-1.5830172162241025,1.0045203415369162,9.45730247406225,-2.9908828107627308,1.7445715232885795,11.44002916514765,12.454889156212408,32.504047490555855,138.1427235899034
WORCESTER,13714,19977,64,248,42,9270,512,43827,31.291213179090516,45.581490861797526,21.151345061263605,15174,12511,58,4,64,0,4360,451,32622,46.51462203421004,38.351419287597324,13.365213659493595,15463,13185,67,6,59,2,4698,439,33919,15524,13211,63,0,32,89,4945,487,34351,45.19227970073651,38.45885127070537,14.395505225466506,15713,13900,68,5,105,5275,441,35507,44.25324583884868,39.147210409215084,14.856225532993495,15016,14433,1,71,126,6079,383,36109,41.585200365559835,39.97064443767482,16.835138054224707,14490,14526,76,167,6381,360,36000,40.25,40.35,17.724999999999998,14489,16404,82,224,6854,312,38365,37.766193144793434,42.75772188192363,17.865241756809592,14184,17282,84,250,7047,320,39167,36.21415987949039,44.12387979676768,17.99218730053361,14213,18477,52,180,12,8,7691,444,41077,34.60087153394844,44.98137643936996,18.72337317720379,13954,19311,57,217,37,8520,461,42557,32.78896538759781,45.37678877740442,20.020208191366873,1.8689775593351874,5.111869548729617,7.752293577981652,0.3944900730776693,0.19719378081152825,5.257556406981694,1.2174697242978614,5.215350843993641,6.673407482305358,-4.435817475975307,3.8345323741007196,15.241706161137442,-3.5029302077783693,0.6443566826023696,4.9679223556506,-0.006901311249137337,12.928541924824453,7.41263124902053,-2.1050452067085375,5.352353084613509,2.815873942223519,0.20445572476029328,6.914708945723874,9.138640556265077,-1.8222753816928166,4.5137197597012495,10.778832401508257,-1.7199369356456928,3.4488115581792758,8.80281690140845,-9.621721365493608,59.67548557269603,112.61467889908256
TOTAL,2235323,1019695,7380,19594,5008,932287,48123,4267410,52.381257015379354,23.894938616162964,21.846670462880294,1699051,900951,7481,296,2626,10,427979,36495,3074889,55.255685652392664,29.300277180737254,13.918518684739514,1733126,909275,8069,539,4390,118,436189,51106,3142812,1946823,927798,8384,106,10235,7058,485654,46587,3432645,56.71495304641173,27.028661571470398,14.148098623656102,1957989,925722,8403,608,8996,528600,39132,3469450,56.43514101658764,26.682096585914195,15.235844298087592,2062312,960453,133,8729,11289,615247,41112,3699275,55.749085969548084,25.963276587980076,16.631556183306188,2047381,956951,8541,14771,666095,34515,3728254,54.91527669520371,25.667537673130642,17.866137875799236,2170800,1026633,9009,19343,688286,32641,3946712,55.002746590072945,26.012361682332024,17.439478735717227,2197363,1020611,9276,22190,723527,33151,4006118,54.85018164717065,25.47630898540682,18.06055138665411,2284607,1026114,5973,15121,1984,1051,781228,40688,4156766,54.961164520687475,24.685392442105233,18.794129859607203,2256421,1000822,6642,17712,4457,846004,41603,4173661,54.063351096315685,23.97947509392833,20.270069849947085,1.96610056049012,0.9154546204393611,1.9183184221655734,12.330147952312757,2.0371174837095487,11.340267636276934,0.5735498296455301,-0.22375560197370548,8.842921091970828,5.328068748087961,3.7517742907697995,16.39178963299281,-0.7239932658104109,-0.3646196117873545,8.264648181949688,6.028140341245718,7.281668549382362,3.3315067670527476,1.2236502671826055,-0.5865776767355033,5.120109954292256,3.970395423969549,0.5391868204438321,7.974961542554736,-1.2337351675802446,-2.4648333421042885,8.291561490371569,-0.9350205480271634,1.8857499135710447,10.198887948520339,31.56303136280194,13.179851068482082,117.83475357435762
